program|semester|course|topic|prerequisites|why
BS-AI|2|Database Systems|ACID properties understanding|Transactions and Concurrency Control|Guarantees of reliability for database transactions (Atomicity, Consistency, Isolation, Durability).
BS-AI|2|Database Systems|Procedural programming syntax understanding|Programming Fundamental|Familiarity with writing code blocks and functions, relevant for stored procedures.
BS-AI|2|Database Systems|Hashing and Searching|Arrays and Linked Lists|Techniques used for incredibly fast average-case data retrieval.
BS-AI|2|Digital Logic Design|Number Systems and Codes|Data Representation & Number Systems, Basic math|This forms the mathematical basis for all digital computing and enables the representation of data within electronic circuits.
BS-AI|2|Digital Logic Design|Logic Gates and Boolean Algebra|Boolean Algebra, Number Systems and Codes|These are the fundamental building blocks of all digital circuits, and Boolean Algebra is the core mathematical tool for their analysis.
BS-AI|2|Digital Logic Design|Karnaugh Maps and Simplification|Logic Gates and Boolean Algebra, Truth tables|A graphical method used to simplify complex Boolean expressions, which directly reduces the number of gates required in a circuit.
BS-AI|2|Digital Logic Design|Combinational Logic Circuits (Decoders, Encoders, Mux)|Karnaugh Maps and Simplification, Logic Gates and Boolean Algebra|These circuits perform specific logical functions whose output depends only on the current input.
BS-AI|2|Digital Logic Design|Sequential Circuits (Flip-Flops, Counters, Registers)|Combinational Logic Circuits (Decoders, Encoders, Mux), Timing concepts|These circuits introduce memory and state into the system, forming the essential components of CPUs and memory units.
BS-AI|2|Digital Logic Design|Memory and Storage Devices (RAM, ROM, Cache Intro)|Sequential Circuits (Flip-Flops, Counters, Registers), Computer Hardware Components|Understanding how digital information is physically stored and accessed is necessary for Computer Organization.
BS-AI|2|Digital Logic Design|Programmable Logic Devices (PLDs, FPGAs)|Sequential Circuits (Flip-Flops, Counters, Registers), Digital Logic Design|Modern hardware approach allowing circuits to be reconfigured post-manufacture, used in advanced processor design.
BS-AI|2|Digital Logic Design|Adders and Subtractors|Combinational Logic Circuits (Decoders, Encoders, Mux), Logic Gates & Boolean Algebra|These are the fundamental circuits that form the Arithmetic Logic Unit (ALU), the core computational engine of the CPU.
BS-AI|2|Digital Logic Design|Finite State Machine Design (FSM)|Sequential Circuits (Flip-Flops, Counters, Registers), Logic Gates & Boolean Algebra|The core concept for designing sequential controllers, forming the basis for parsers, controllers, and simple automata.
BS-AI|2|Digital Logic Design|Hazard Detection and Elimination|Karnaugh Maps and Simplification, Combinational Logic Circuits (Decoders, Encoders, Mux)|Techniques required to prevent unwanted, momentary output glitches caused by switching delays in logic circuits.
BS-AI|2|Digital Logic Design|MSI and LSI Logic Components|Combinational Logic Circuits (Decoders, Encoders, Mux), Sequential Circuits (Flip-Flops, Counters, Registers)|Understanding medium and large-scale integration; components like registers and adders used in complex system design.
BS-AI|2|Digital Logic Design|Bus Structures and Interfacing|Computer Hardware Components, Sequential Circuits (Flip-Flops, Counters, Registers)|Understanding how different components (CPU, memory, peripherals) communicate with each other over shared digital channels.
BS-AI|2|Digital Logic Design|CMOS and TTL Logic Families|Basic Electronics, Logic Gates and Boolean Algebra|Physical implementation technology of logic gates, affecting power consumption and speed.
BS-AI|2|Digital Logic Design|Digital-to-Analog and Analog-to-Digital Conversion|Number Systems and Codes, Basic Electronics|The interface techniques required to connect the digital computer world with the analog physical world.
BS-AI|2|Digital Logic Design|Counters and Shift Registers (Advanced)|Sequential Circuits (Flip-Flops, Counters, Registers), Timing Concepts|Specialized sequential circuits used for timing, frequency division, and data movement in the CPU.
BS-AI|2|Digital Logic Design|Basic math|None|Basic arithmetic operations and numerical concepts essential for computer science.
BS-AI|2|Digital Logic Design|Truth tables|Logic Operators (AND, OR, NOT)|Method used to determine the validity of logical statements, key in formal logic and DLD.
BS-AI|2|Digital Logic Design|Timing concepts|Sequential Circuits (Flip-Flops, Counters, Registers)|Understanding clock signals and synchronization, critical for sequential circuit operation.
BS-AI|2|Digital Logic Design|Basic Electronics|None|Basic principles of current, voltage, and components (e.g., resistors) necessary for DLD hardware.
BS-AI|2|Digital Logic Design|Timing Concepts|Sequential Circuits (Flip-Flops, Counters, Registers)|Understanding clock signals and synchronization, critical for sequential circuit operation.
BS-AI|2|Multivariable Calculus|Functions of Several Variables|Functions, Limits & Continuity, Basic Algebra|Extends the concept of a function to inputs with multiple variables, which is necessary for modeling complex multivariate ML models.
BS-AI|2|Multivariable Calculus|Partial Derivatives|Differentiation & Applications, Functions of Several Variables|Crucial for measuring the rate of change along one dimension while holding others constant, directly used in gradient-based learning.
BS-AI|2|Multivariable Calculus|Multiple Integrals (Double and Triple)|Integration & Applications, Functions of Several Variables|Extends integration to multiple dimensions, used in calculating volumes, mass, and probability density functions in higher dimensions.
BS-AI|2|Multivariable Calculus|Vector Calculus (Gradient, Divergence, Curl)|Partial Derivatives, Linear Algebra, Vector Functions & 3D Geometry|A branch of calculus that deals with vector fields, used extensively in deep learning, physics engines, and advanced optimization.
BS-AI|2|Multivariable Calculus|Line and Surface Integrals|Multiple Integrals (Double and Triple), Vector Calculus (Gradient, Divergence, Curl)|Used to integrate functions over curves and surfaces, applied in complex physics models and analyzing data flow in higher dimensions.
BS-AI|2|Multivariable Calculus|Theorems of Vector Calculus (Green’s, Gauss’, Stokes’)|Line and Surface Integrals, Vector Calculus (Gradient, Divergence, Curl)|Fundamental theorems linking different types of integrals, necessary for advanced physics and theoretical ML concepts.
BS-AI|2|Multivariable Calculus|Optimization with Lagrange Multipliers|Partial Derivatives, Functions of Several Variables|Key mathematical tool for finding maxima/minima of a function subject to constraints, widely used in optimization problems in ML and economics.
